From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),CH4 (),Xylene (ug/m3),AT (degree C),RF (mm)
2020-11-19 23:00:00,2020-11-20 00:00:00,90.5,145.87,,65.22,,57.25,2.43,0.99,9.51,2.6,,,,89.1,0.16,272.8,223.37,,,0.74,,,0.0
2020-11-20 00:00:00,2020-11-20 01:00:00,106.37,171.1,,65.17,,57.32,2.39,0.99,9.39,2.56,,,,89.1,0.23,260.67,223.3,,,0.8,,,0.0
2020-11-20 01:00:00,2020-11-20 02:00:00,126.13,203.75,,66.31,,50.46,2.29,0.99,9.14,2.45,,,,89.1,0.52,241.18,223.1,,,0.84,,,0.0
2020-11-20 02:00:00,2020-11-20 03:00:00,164.55,256.27,,66.31,,48.23,2.27,0.98,9.12,2.46,,,,89.1,0.57,237.82,222.93,,,0.87,,,0.0
2020-11-20 03:00:00,2020-11-20 04:00:00,145.09,216.77,,65.8,,46.64,2.29,0.99,9.19,2.46,,,,89.1,0.56,236.94,222.77,,,0.87,,,0.0
2020-11-20 04:00:00,2020-11-20 05:00:00,133.9,197.0,,65.91,,43.66,2.21,0.97,9.04,2.43,,,,89.1,0.57,236.44,222.9,,,0.83,,,0.0
2020-11-20 05:00:00,2020-11-20 06:00:00,109.95,176.73,,65.79,,42.22,2.28,0.97,9.23,2.44,,,,89.1,0.57,237.22,222.87,,,0.81,,,0.0
2020-11-20 06:00:00,2020-11-20 07:00:00,203.4,288.4,,65.2,,41.0,2.23,0.95,9.07,2.5,,,,89.1,0.57,236.19,222.7,,,0.81,,,0.0
2020-11-20 07:00:00,2020-11-20 08:00:00,185.08,253.0,,65.79,,41.6,2.22,0.96,8.99,2.42,,,,89.1,0.69,235.56,222.8,,,0.83,,,0.0
2020-11-20 08:00:00,2020-11-20 09:00:00,144.1,232.6,,65.98,,41.9,2.25,0.94,9.07,2.48,,,,72.05,0.85,246.56,223.1,,,0.84,,,0.0
2020-11-20 09:00:00,2020-11-20 10:00:00,137.26,236.3,,66.82,,42.12,2.26,0.94,9.34,2.65,,,,58.16,1.09,270.52,224.05,,,0.8,,,0.0
2020-11-20 10:00:00,2020-11-20 11:00:00,91.43,167.23,,66.95,,41.79,2.22,0.88,10.05,2.66,,,,46.82,1.99,265.88,225.33,,,0.8,,,0.0
2020-11-20 11:00:00,2020-11-20 12:00:00,103.66,185.05,,71.86,,43.1,2.32,0.88,10.45,2.67,,,,44.19,2.49,263.4,225.2,,,0.8,,,0.0
2020-11-20 12:00:00,2020-11-20 13:00:00,98.28,172.8,,69.09,,42.99,2.48,0.9,10.95,2.73,,,,38.41,2.5,264.26,224.65,,,0.76,,,0.0
2020-11-20 13:00:00,2020-11-20 14:00:00,75.34,140.6,,80.06,,40.82,2.68,0.89,11.76,2.77,,,,35.24,1.84,258.75,225.73,,,0.71,,,0.0
2020-11-20 14:00:00,2020-11-20 15:00:00,60.8,115.0,,67.31,,40.13,2.67,0.9,10.69,2.75,,,,35.28,1.38,256.36,226.87,,,0.69,,,0.0
2020-11-20 15:00:00,2020-11-20 16:00:00,48.12,98.15,,68.82,,37.87,2.68,0.89,10.56,2.69,,,,35.64,0.92,253.79,225.55,,,0.68,,,0.0
2020-11-20 16:00:00,2020-11-20 17:00:00,48.83,95.73,,66.18,,37.15,2.74,0.88,10.45,2.62,,,,40.48,0.65,252.39,224.63,,,0.68,,,0.0
2020-11-20 17:00:00,2020-11-20 18:00:00,54.01,98.23,,60.1,,39.07,3.69,0.9,9.74,2.53,,,,50.45,0.54,253.23,224.27,,,0.64,,,0.0
2020-11-20 18:00:00,2020-11-20 19:00:00,40.61,71.4,,66.47,,46.84,3.85,0.91,9.13,2.44,,,,68.25,0.52,251.54,223.7,,,0.64,,,0.0
2020-11-20 19:00:00,2020-11-20 20:00:00,59.34,103.48,,65.98,,48.0,3.06,0.91,9.01,2.46,,,,74.54,0.51,254.47,223.55,,,0.64,,,0.0
2020-11-20 20:00:00,2020-11-20 21:00:00,70.92,123.9,,66.08,,49.26,2.51,0.92,8.82,2.49,,,,81.0,0.45,248.66,223.3,,,0.65,,,0.0
2020-11-20 21:00:00,2020-11-20 22:00:00,79.22,135.93,,66.2,,50.97,2.38,0.93,8.93,2.47,,,,83.24,0.4,252.89,223.33,,,0.67,,,0.0
2020-11-20 22:00:00,2020-11-20 23:00:00,98.29,161.07,,66.57,,49.32,2.29,0.95,8.99,2.53,,,,85.09,0.37,246.54,223.3,,,0.71,,,0.0
2020-11-20 23:00:00,2020-11-21 00:00:00,109.29,177.8,,54.54,,45.16,4.39,0.94,9.02,2.54,,,,86.51,0.33,252.98,223.25,,,0.75,,,0.0
2020-11-21 00:00:00,2020-11-21 01:00:00,97.91,156.8,,90.81,,42.43,2.45,0.98,9.25,2.63,,,,88.13,0.29,254.21,223.1,,,0.72,,,0.0
2020-11-21 01:00:00,2020-11-21 02:00:00,115.76,178.53,,88.53,,41.55,2.45,0.99,9.28,2.61,,,,88.88,0.25,249.78,222.97,,,0.69,,,0.0
2020-11-21 02:00:00,2020-11-21 03:00:00,86.06,134.53,,73.14,,40.56,2.43,0.99,9.31,2.63,,,,89.1,0.24,246.7,222.77,,,0.65,,,0.0
2020-11-21 03:00:00,2020-11-21 04:00:00,67.62,114.6,,74.29,,41.37,2.46,0.99,9.54,2.66,,,,89.1,0.22,252.48,222.9,,,0.66,,,0.0
2020-11-21 04:00:00,2020-11-21 05:00:00,74.38,122.43,,75.37,,41.18,2.48,1.01,9.56,2.53,,,,89.1,0.2,256.2,222.73,,,0.66,,,0.0
2020-11-21 05:00:00,2020-11-21 06:00:00,82.12,130.55,,79.88,,41.55,2.45,0.99,9.55,2.54,,,,89.1,0.2,258.57,222.9,,,0.63,,,0.0
2020-11-21 06:00:00,2020-11-21 07:00:00,81.21,132.0,,68.91,,42.39,2.9,0.98,9.74,2.5,,,,89.1,0.18,252.41,222.7,,,0.64,,,0.0
2020-11-21 07:00:00,2020-11-21 08:00:00,88.86,153.33,,80.54,,43.41,2.4,0.97,9.67,2.45,,,,88.67,0.18,239.74,222.87,,,0.63,,,0.0
2020-11-21 08:00:00,2020-11-21 09:00:00,147.22,250.0,,85.73,,42.69,2.4,0.96,9.53,2.44,,,,73.16,0.52,260.29,223.35,,,0.64,,,0.0
2020-11-21 09:00:00,2020-11-21 10:00:00,135.02,229.0,,66.29,,41.59,2.38,0.93,9.63,2.43,,,,54.87,1.02,265.16,224.0,,,0.62,,,0.0
2020-11-21 10:00:00,2020-11-21 11:00:00,93.3,164.6,,65.12,,39.27,2.2,0.87,9.58,2.53,,,,43.61,1.95,258.26,226.8,,,0.67,,,0.0
2020-11-21 11:00:00,2020-11-21 12:00:00,81.11,150.33,,53.59,,38.01,2.33,0.86,10.21,2.64,,,,37.66,2.39,263.28,225.03,,,0.64,,,0.0
2020-11-21 12:00:00,2020-11-21 13:00:00,79.64,149.7,,50.12,,36.86,2.38,0.85,11.16,2.7,,,,33.78,2.53,263.78,225.1,,,0.64,,,0.0
2020-11-21 13:00:00,2020-11-21 14:00:00,55.19,116.5,,46.21,,34.48,2.48,0.85,10.89,2.71,,,,30.7,1.54,257.64,226.5,,,0.58,,,0.0
2020-11-21 14:00:00,2020-11-21 15:00:00,36.59,75.6,,48.79,,33.84,2.42,0.87,10.33,2.68,,,,31.93,1.14,257.43,224.9,,,0.59,,,0.0
2020-11-21 15:00:00,2020-11-21 16:00:00,37.68,77.6,,49.32,,34.86,2.47,0.91,9.89,2.66,,,,33.53,0.96,253.44,224.65,,,0.59,,,0.0
2020-11-21 16:00:00,2020-11-21 17:00:00,34.61,69.35,,57.41,,35.78,2.72,0.94,9.64,2.59,,,,38.37,0.64,253.44,224.45,,,0.59,,,0.0
2020-11-21 17:00:00,2020-11-21 18:00:00,36.25,67.92,,115.49,,39.3,3.92,0.95,9.29,2.55,,,,53.55,0.53,253.06,223.97,,,0.56,,,0.0
2020-11-21 18:00:00,2020-11-21 19:00:00,43.46,78.8,,134.53,,44.0,4.1,0.96,9.26,2.48,,,,67.04,0.51,252.26,223.78,,,0.55,,,0.0
2020-11-21 19:00:00,2020-11-21 20:00:00,63.71,110.83,,130.1,,50.42,3.46,0.97,9.18,2.42,,,,76.29,0.5,252.19,223.4,,,0.55,,,0.0
2020-11-21 20:00:00,2020-11-21 21:00:00,74.25,127.05,,123.9,,51.6,3.04,0.95,9.22,2.38,,,,80.59,0.42,260.74,223.25,,,0.54,,,0.0
2020-11-21 21:00:00,2020-11-21 22:00:00,93.09,154.75,,118.3,,52.52,2.8,0.94,9.48,2.34,,,,82.89,0.34,249.41,223.1,,,0.56,,,0.0
2020-11-21 22:00:00,2020-11-21 23:00:00,90.13,149.9,,113.81,,53.38,2.72,0.94,9.52,2.36,,,,84.04,0.33,251.07,223.07,,,0.6,,,0.0
2020-11-21 23:00:00,2020-11-22 00:00:00,95.65,156.7,,104.34,,50.86,2.62,0.95,9.52,2.4,,,,87.02,0.3,238.61,223.15,,,0.6,,,0.0
2020-11-22 00:00:00,2020-11-22 01:00:00,109.18,186.55,,49.44,,46.95,5.4,0.94,9.64,2.48,,,,88.69,0.25,257.71,222.85,,,0.58,,,0.0
2020-11-22 01:00:00,2020-11-22 02:00:00,111.74,188.9,,45.27,,45.47,5.56,0.95,9.58,2.61,,,,89.1,0.2,260.44,222.7,,,0.58,,,0.0
2020-11-22 02:00:00,2020-11-22 03:00:00,123.61,201.3,,41.39,,45.95,5.9,0.96,9.62,2.5,,,,89.1,0.16,257.36,222.8,,,0.6,,,0.0
2020-11-22 03:00:00,2020-11-22 04:00:00,122.69,196.7,,40.47,,43.04,5.78,0.97,9.5,2.61,,,,89.1,0.17,261.9,222.78,,,0.6,,,0.0
2020-11-22 04:00:00,2020-11-22 05:00:00,123.42,198.5,,40.51,,42.93,5.86,0.97,9.35,2.64,,,,89.1,0.17,245.3,222.77,,,0.59,,,0.0
2020-11-22 05:00:00,2020-11-22 06:00:00,124.41,199.97,,42.01,,40.97,5.9,0.97,9.41,2.63,,,,89.1,0.15,246.42,222.77,,,0.57,,,0.0
2020-11-22 06:00:00,2020-11-22 07:00:00,169.54,247.78,,38.25,,40.53,5.71,1.0,9.12,2.61,,,,89.1,0.18,253.18,222.48,,,0.55,,,0.0
2020-11-22 07:00:00,2020-11-22 08:00:00,123.36,190.97,,40.02,,41.46,5.69,1.01,9.06,2.62,,,,89.1,0.23,249.83,222.77,,,0.53,,,0.0
2020-11-22 08:00:00,2020-11-22 09:00:00,132.07,230.05,,46.21,,41.5,5.77,1.0,9.09,2.57,,,,73.34,0.41,258.38,223.4,,,0.53,,,0.0
2020-11-22 09:00:00,2020-11-22 10:00:00,135.95,237.7,,40.47,,41.4,5.81,0.99,9.05,2.49,,,,56.42,0.8,254.78,223.9,,,0.51,,,0.0
2020-11-22 10:00:00,2020-11-22 11:00:00,102.47,180.7,,32.48,,41.09,6.96,0.93,9.54,2.51,,,,40.84,1.93,262.12,225.5,,,0.55,,,0.0
2020-11-22 11:00:00,2020-11-22 12:00:00,90.31,164.13,,31.16,,42.19,7.34,0.89,10.47,2.67,,,,35.0,2.47,260.27,224.97,,,0.55,,,0.0
2020-11-22 12:00:00,2020-11-22 13:00:00,69.25,126.4,,27.94,,41.62,6.97,0.85,11.02,2.79,,,,31.52,2.08,260.25,224.87,,,0.54,,,0.0
2020-11-22 13:00:00,2020-11-22 14:00:00,59.55,114.1,,26.34,,40.78,6.41,0.84,11.23,2.83,,,,29.3,1.64,257.84,225.45,,,0.49,,,0.0
2020-11-22 14:00:00,2020-11-22 15:00:00,51.54,103.45,,24.81,,38.98,6.18,0.85,11.04,2.74,,,,28.07,1.24,256.78,225.9,,,0.51,,,0.0
2020-11-22 15:00:00,2020-11-22 16:00:00,47.33,91.67,,26.76,,37.97,5.69,0.85,10.49,2.68,,,,29.58,0.86,254.04,224.6,,,0.5,,,0.0
2020-11-22 16:00:00,2020-11-22 17:00:00,42.92,84.05,,32.41,,36.97,5.19,0.86,10.61,2.62,,,,36.19,0.66,247.23,224.3,,,0.49,,,0.0
2020-11-22 17:00:00,2020-11-22 18:00:00,35.63,67.4,,68.42,,39.88,5.0,0.89,10.06,2.56,,,,54.33,0.53,253.42,223.8,,,0.46,,,0.0
2020-11-22 18:00:00,2020-11-22 19:00:00,45.67,81.43,,68.68,,44.4,5.93,0.92,9.6,2.54,,,,65.11,0.51,252.22,223.77,,,0.48,,,0.0
2020-11-22 19:00:00,2020-11-22 20:00:00,44.27,78.45,,67.18,,48.57,6.01,0.93,9.54,2.53,,,,71.12,0.52,253.18,223.45,,,0.45,,,0.0
2020-11-22 20:00:00,2020-11-22 21:00:00,51.77,90.0,,63.07,,49.96,6.23,0.96,9.43,2.51,,,,78.34,0.49,247.34,223.3,,,0.52,,,0.0
2020-11-22 21:00:00,2020-11-22 22:00:00,72.16,124.47,,59.53,,54.76,6.57,0.96,9.43,2.5,,,,84.54,0.39,253.58,223.1,,,0.52,,,0.0
2020-11-22 22:00:00,2020-11-22 23:00:00,85.99,141.77,,54.66,,60.46,6.86,0.97,9.23,2.48,,,,88.94,0.28,258.94,223.27,,,0.58,,,0.0
2020-11-22 23:00:00,2020-11-23 00:00:00,87.94,141.15,,50.94,,64.67,7.48,0.98,9.24,2.46,,,,89.1,0.25,258.22,223.05,,,0.56,,,0.0
2020-11-23 00:00:00,2020-11-23 01:00:00,116.76,183.27,,89.76,,65.32,2.31,0.98,9.25,2.49,,,,89.1,0.18,258.11,223.17,,,0.68,,,0.0
2020-11-23 01:00:00,2020-11-23 02:00:00,113.04,176.13,,84.26,,62.03,2.41,0.99,8.97,2.45,,,,89.1,0.14,278.18,222.93,,,0.64,,,0.0
2020-11-23 02:00:00,2020-11-23 03:00:00,99.61,156.6,,81.16,,55.97,2.46,0.98,9.06,2.44,,,,89.1,0.14,249.98,222.7,,,0.73,,,0.0
2020-11-23 03:00:00,2020-11-23 04:00:00,118.81,182.15,,76.78,,53.83,2.43,0.97,9.07,2.48,,,,89.1,0.22,250.04,222.82,,,0.74,,,0.0
2020-11-23 04:00:00,2020-11-23 05:00:00,111.77,176.0,,75.94,,51.03,2.44,0.98,9.01,2.45,,,,89.1,0.26,245.88,222.75,,,0.71,,,0.0
2020-11-23 05:00:00,2020-11-23 06:00:00,110.58,176.03,,70.1,,49.19,2.42,0.97,9.07,2.6,,,,89.1,0.5,240.88,222.67,,,0.77,,,0.0
2020-11-23 06:00:00,2020-11-23 07:00:00,106.76,168.8,,67.98,,48.17,2.4,0.96,9.18,2.66,,,,89.1,0.56,236.77,222.47,,,0.75,,,0.0
2020-11-23 07:00:00,2020-11-23 08:00:00,101.83,165.45,,68.3,,48.52,2.36,0.96,9.29,2.71,,,,89.1,0.64,235.82,222.52,,,0.65,,,0.0
2020-11-23 08:00:00,2020-11-23 09:00:00,158.43,272.3,,120.68,,47.66,2.43,0.95,9.34,2.66,,,,75.31,0.54,213.73,222.3,,,0.72,,,0.0
2020-11-23 09:00:00,2020-11-23 10:00:00,162.01,280.2,,125.31,,47.07,2.4,0.95,9.31,2.62,,,,64.01,0.4,239.66,223.7,,,0.71,,,0.0
2020-11-23 10:00:00,2020-11-23 11:00:00,99.05,174.8,,91.09,,40.33,2.7,0.89,10.43,2.62,,,,32.82,2.0,261.03,225.25,,,0.67,,,0.0
2020-11-23 11:00:00,2020-11-23 12:00:00,99.79,178.1,,101.78,,41.47,3.53,0.89,11.05,2.71,,,,30.4,2.11,264.14,224.55,,,0.62,,,0.0
2020-11-23 12:00:00,2020-11-23 13:00:00,87.89,153.15,,74.31,,42.24,3.18,0.82,10.55,2.76,,,,27.48,1.85,262.58,224.55,,,0.59,,,0.0
2020-11-23 13:00:00,2020-11-23 14:00:00,63.84,117.5,,60.5,,38.5,2.74,0.89,10.97,2.78,,,,25.98,1.77,263.07,224.85,,,0.57,,,0.0
2020-11-23 14:00:00,2020-11-23 15:00:00,62.08,117.1,,54.07,,37.05,2.69,0.9,10.45,2.8,,,,26.1,1.11,257.66,226.6,,,0.55,,,0.0
2020-11-23 15:00:00,2020-11-23 16:00:00,74.84,132.7,,77.97,,39.76,2.58,0.9,10.37,2.77,,,,31.54,0.78,254.11,226.9,,,0.46,,,0.0
2020-11-23 16:00:00,2020-11-23 17:00:00,85.94,156.4,,182.1,,46.59,3.74,0.91,10.07,2.63,,,,51.08,0.56,253.11,224.1,,,0.49,,,0.0
2020-11-23 17:00:00,2020-11-23 18:00:00,93.56,163.9,,196.63,,58.92,4.82,0.91,9.73,2.53,,,,62.79,0.54,256.46,223.98,,,0.51,,,0.0
2020-11-23 18:00:00,2020-11-23 19:00:00,102.89,175.63,,180.19,,59.3,3.7,0.94,9.39,2.46,,,,73.2,0.52,251.68,223.57,,,0.44,,,0.0
2020-11-23 19:00:00,2020-11-23 20:00:00,93.58,158.1,,160.82,,69.2,3.39,0.93,9.03,2.36,,,,84.35,0.41,245.91,222.9,,,0.48,,,0.0
2020-11-23 20:00:00,2020-11-23 21:00:00,122.11,191.43,,152.32,,74.3,3.25,0.94,9.1,2.42,,,,87.41,0.32,257.62,223.43,,,0.51,,,0.0
2020-11-23 21:00:00,2020-11-23 22:00:00,122.89,191.9,,138.99,,78.38,2.86,0.94,9.05,2.56,,,,89.1,0.21,255.94,223.2,,,0.48,,,0.0
2020-11-23 22:00:00,2020-11-23 23:00:00,156.9,236.8,,127.84,,76.6,2.79,0.94,9.1,2.54,,,,89.1,0.15,255.3,223.07,,,0.54,,,0.0
2020-11-23 23:00:00,2020-11-24 00:00:00,123.25,187.07,,117.51,,75.21,2.61,0.96,9.21,2.62,,,,89.1,0.18,260.43,222.97,,,0.64,,,0.0
2020-11-24 00:00:00,2020-11-24 01:00:00,146.53,224.1,,111.23,,75.93,19.4,0.96,9.13,2.61,,,,89.1,0.22,261.07,222.97,,,0.73,,,0.0
2020-11-24 01:00:00,2020-11-24 02:00:00,130.53,211.9,,102.03,,74.27,15.18,0.97,9.31,2.62,,,,89.1,0.29,247.75,222.8,,,0.7,,,0.0
2020-11-24 02:00:00,2020-11-24 03:00:00,160.33,253.2,,89.35,,73.52,21.64,0.99,9.67,2.49,,,,89.1,0.54,237.48,223.0,,,0.82,,,0.0
2020-11-24 03:00:00,2020-11-24 04:00:00,148.76,232.03,,85.05,,76.17,22.17,0.98,9.4,2.58,,,,89.1,0.57,236.84,222.73,,,0.84,,,0.0
2020-11-24 04:00:00,2020-11-24 05:00:00,140.16,222.38,,80.41,,76.83,23.86,1.0,9.39,2.57,,,,89.1,0.56,232.56,222.15,,,0.78,,,0.0
2020-11-24 05:00:00,2020-11-24 06:00:00,158.62,247.25,,70.44,,73.65,24.48,0.99,9.48,2.52,,,,89.1,0.52,226.26,221.9,,,0.89,,,0.0
2020-11-24 06:00:00,2020-11-24 07:00:00,188.74,281.85,,68.03,,74.02,25.79,1.0,9.47,2.52,,,,89.1,0.39,203.0,221.55,,,0.9,,,0.0
2020-11-24 07:00:00,2020-11-24 08:00:00,188.81,272.5,,73.18,,77.31,27.25,0.99,9.64,2.46,,,,89.1,0.52,216.31,221.8,,,0.87,,,0.0
2020-11-24 08:00:00,2020-11-24 09:00:00,181.47,293.37,,93.77,,84.57,28.35,0.97,9.61,2.45,,,,89.1,0.88,233.05,222.67,,,0.8,,,0.0
2020-11-24 09:00:00,2020-11-24 10:00:00,233.24,380.03,,148.42,,72.0,26.89,0.94,9.63,2.52,,,,74.36,0.81,131.37,222.7,,,0.87,,,0.0
2020-11-24 10:00:00,2020-11-24 11:00:00,174.09,295.0,,152.54,,48.76,24.42,0.93,9.98,2.68,,,,44.93,1.28,260.73,226.0,,,0.82,,,0.0
2020-11-24 11:00:00,2020-11-24 12:00:00,105.84,200.2,,63.24,,43.39,21.84,0.84,11.45,2.71,,,,35.77,2.17,261.72,224.6,,,0.65,,,0.0
2020-11-24 12:00:00,2020-11-24 13:00:00,99.16,191.83,,85.82,,46.34,9.41,0.82,12.97,2.79,,,,36.03,1.51,257.99,224.33,,,0.58,,,0.0
2020-11-24 13:00:00,2020-11-24 14:00:00,130.17,230.07,,74.05,,45.49,10.93,0.83,11.47,2.75,,,,37.2,1.19,254.32,225.23,,,0.57,,,0.0
2020-11-24 14:00:00,2020-11-24 15:00:00,107.08,196.53,,69.63,,43.47,7.89,0.83,11.25,2.7,,,,38.25,0.89,252.84,225.73,,,0.46,,,0.0
2020-11-24 15:00:00,2020-11-24 16:00:00,137.64,248.1,,114.43,,45.26,3.77,0.84,10.67,2.68,,,,48.13,0.65,250.47,225.1,,,0.49,,,0.0
2020-11-24 16:00:00,2020-11-24 17:00:00,127.36,222.95,,132.97,,46.36,0.89,0.88,9.78,2.61,,,,56.23,0.58,256.1,224.05,,,0.38,,,0.0
2020-11-24 17:00:00,2020-11-24 18:00:00,125.13,211.5,,182.72,,52.62,0.26,0.93,9.15,2.57,,,,65.72,0.55,256.46,223.6,,,0.41,,,0.0
2020-11-24 18:00:00,2020-11-24 19:00:00,127.35,215.93,,173.56,,59.24,1.9,0.94,9.07,2.57,,,,75.85,0.53,252.11,223.67,,,0.38,,,0.0
2020-11-24 19:00:00,2020-11-24 20:00:00,136.77,234.63,,164.49,,61.55,0.92,0.96,9.09,2.56,,,,82.1,0.45,251.67,223.37,,,0.42,,,0.0
2020-11-24 20:00:00,2020-11-24 21:00:00,145.43,241.57,,145.45,,61.98,0.58,0.97,9.2,2.52,,,,86.94,0.42,254.47,223.0,,,0.32,,,0.0
2020-11-24 21:00:00,2020-11-24 22:00:00,152.05,242.6,,128.68,,67.88,1.61,0.99,9.16,2.45,,,,89.1,0.3,248.32,223.1,,,0.4,,,0.0
2020-11-24 22:00:00,2020-11-24 23:00:00,158.45,252.88,,119.36,,73.73,3.12,0.99,9.32,2.42,,,,89.1,0.2,250.99,223.02,,,0.34,,,0.0
2020-11-24 23:00:00,2020-11-25 00:00:00,176.59,289.6,,111.46,,75.89,3.64,0.95,9.61,2.42,,,,89.1,0.21,249.67,223.0,,,0.41,,,0.0
2020-11-25 00:00:00,2020-11-25 01:00:00,214.32,348.45,,103.09,,77.66,4.36,0.95,9.59,2.44,,,,89.1,0.22,260.11,223.1,,,0.37,,,0.0
2020-11-25 01:00:00,2020-11-25 02:00:00,182.5,298.05,,88.49,,79.18,5.51,0.95,9.63,2.44,,,,89.1,0.23,247.25,223.0,,,0.4,,,0.0
2020-11-25 02:00:00,2020-11-25 03:00:00,233.64,364.33,,80.56,,79.05,5.98,0.98,9.41,2.44,,,,89.1,0.22,256.13,223.13,,,0.42,,,0.0
2020-11-25 03:00:00,2020-11-25 04:00:00,213.58,318.57,,77.23,,80.44,6.16,0.95,9.68,2.56,,,,89.1,0.2,238.8,223.2,,,0.45,,,0.0
2020-11-25 04:00:00,2020-11-25 05:00:00,185.92,289.57,,77.13,,81.9,6.49,0.95,9.64,2.56,,,,89.1,0.24,258.65,223.4,,,0.47,,,0.0
2020-11-25 05:00:00,2020-11-25 06:00:00,229.44,351.4,,72.43,,80.38,7.2,0.95,9.59,2.59,,,,89.1,0.26,244.64,223.4,,,0.48,,,0.0
2020-11-25 06:00:00,2020-11-25 07:00:00,185.16,287.35,,66.68,,76.41,7.5,0.95,9.52,2.63,,,,89.1,0.24,242.24,223.55,,,0.39,,,0.0
2020-11-25 07:00:00,2020-11-25 08:00:00,178.66,287.77,,70.73,,67.34,7.48,0.95,9.65,2.6,,,,89.1,0.31,247.04,223.33,,,0.4,,,0.0
2020-11-25 08:00:00,2020-11-25 09:00:00,191.4,318.67,,73.07,,64.62,7.46,0.97,9.3,2.66,,,,84.97,0.47,255.4,223.67,,,0.36,,,0.0
2020-11-25 09:00:00,2020-11-25 10:00:00,201.36,350.4,,86.02,,61.77,7.03,0.97,9.31,2.61,,,,72.1,0.85,251.68,224.07,,,0.36,,,0.0
2020-11-25 10:00:00,2020-11-25 11:00:00,173.43,311.8,,121.84,,49.91,7.54,0.95,9.35,2.66,,,,54.2,1.25,258.4,225.8,,,0.36,,,0.0
2020-11-25 11:00:00,2020-11-25 12:00:00,165.36,308.9,,94.63,,47.36,7.23,0.93,9.36,2.58,,,,53.16,1.22,255.65,224.9,,,0.26,,,0.0
2020-11-25 12:00:00,2020-11-25 13:00:00,132.5,251.6,,82.86,,43.5,4.55,0.93,9.44,2.59,,,,44.55,1.47,258.64,226.0,,,0.25,,,0.0
2020-11-25 13:00:00,2020-11-25 14:00:00,132.44,248.63,,72.14,,41.8,4.34,0.87,10.31,2.66,,,,45.8,1.07,253.81,225.63,,,0.2,,,0.0
2020-11-25 14:00:00,2020-11-25 15:00:00,126.76,235.83,,87.95,,42.61,3.44,0.9,10.03,2.63,,,,53.69,0.79,253.22,224.43,,,0.21,,,0.0
2020-11-25 15:00:00,2020-11-25 16:00:00,109.68,205.93,,117.79,,45.27,2.57,0.89,9.77,2.59,,,,57.38,0.71,250.19,223.73,,,0.2,,,0.0
2020-11-25 16:00:00,2020-11-25 17:00:00,119.12,215.55,,134.07,,48.84,1.52,0.92,9.36,2.55,,,,66.78,0.58,254.6,223.4,,,0.18,,,0.0
2020-11-25 17:00:00,2020-11-25 18:00:00,168.02,291.03,,137.6,,56.68,1.69,0.9,9.46,2.57,,,,72.46,0.54,250.3,223.3,,,0.18,,,0.0
2020-11-25 18:00:00,2020-11-25 19:00:00,186.55,339.4,,121.89,,55.38,1.52,0.9,9.46,2.59,,,,74.13,0.53,250.24,223.12,,,0.18,,,0.0
2020-11-25 19:00:00,2020-11-25 20:00:00,172.73,310.18,,110.36,,51.97,1.29,0.9,9.59,2.65,,,,75.71,0.52,252.46,223.1,,,0.19,,,0.0
2020-11-25 20:00:00,2020-11-25 21:00:00,172.35,315.15,,95.57,,49.5,0.78,0.92,9.65,2.7,,,,75.61,0.52,254.73,223.0,,,0.17,,,0.0
2020-11-25 21:00:00,2020-11-25 22:00:00,186.62,333.05,,106.78,,51.3,1.31,0.93,9.68,2.72,,,,78.02,0.49,251.72,223.0,,,0.17,,,0.0
2020-11-25 22:00:00,2020-11-25 23:00:00,154.84,280.33,,89.93,,50.96,1.05,0.96,9.55,2.71,,,,82.95,0.44,248.1,222.87,,,0.16,,,0.0
2020-11-25 23:00:00,2020-11-26 00:00:00,149.89,267.6,,72.95,,49.19,0.36,0.98,9.46,2.69,,,,85.99,0.4,244.41,222.9,,,0.16,,,0.0
2020-11-26 00:00:00,2020-11-26 01:00:00,137.13,229.3,,34.98,,49.57,8.01,0.97,9.55,2.67,,,,88.85,0.35,255.56,222.75,,,0.16,,,0.0
2020-11-26 01:00:00,2020-11-26 02:00:00,127.17,205.6,,35.21,,47.72,10.16,0.98,9.18,2.57,,,,89.1,0.35,261.46,222.8,,,0.16,,,0.0
2020-11-26 02:00:00,2020-11-26 03:00:00,110.64,190.65,,38.55,,46.59,9.78,0.98,9.22,2.56,,,,87.92,0.33,255.5,222.8,,,0.17,,,0.0
2020-11-26 03:00:00,2020-11-26 04:00:00,108.47,184.0,,33.28,,44.83,8.82,0.97,9.11,2.54,,,,89.1,0.35,267.15,222.45,,,0.17,,,0.0
2020-11-26 04:00:00,2020-11-26 05:00:00,109.17,183.5,,31.16,,45.89,9.93,0.98,9.26,2.54,,,,89.1,0.32,251.67,222.65,,,0.16,,,0.0
2020-11-26 05:00:00,2020-11-26 06:00:00,108.25,181.55,,29.68,,46.11,10.43,0.97,9.19,2.56,,,,89.1,0.28,253.83,222.85,,,0.16,,,0.0
